Transaction Date,Account,Transaction Description,Counterparty,Amount $,Credit/Debit,Opposite Account Number,Country,FATF Country Risk Rating
2022-07-28,123457,ACH In,Danaher,7734.66,Credit,,,
2022-07-28,123457,Cash In,,2972.27,Credit,,,
2022-07-28,123457,International Wire In,Eaton,6243.72,Credit,,China,Medium
2022-07-28,123457,Domestic Wire In,Siemens,9120.79,Credit,,,
2022-07-28,123457,ACH Out,Xylem,3028.85,Debit,,,
2022-07-28,123457,International Wire Out,ABB,7095.27,Credit,,China,Low
2022-07-28,123457,International Wire In,Johnson Controls,4116.68,Credit,,India,Low
2022-07-28,123457,Cash Out,,5107.08,Debit,,,
2022-07-28,123457,Domestic Wire Out,Ingersoll Rand,6986.25,Debit,,,
2022-07-28,123457,Domestic Wire In,Illinois Tool Works,1919.31,Credit,,,
2022-07-28,123457,International Wire In,Siemens,9024.5,Credit,,India,High
2022-07-28,123457,Cash Out,,267.18,Debit,,,
2022-07-28,123457,Internal Transfer In,,6550.65,Credit,,,
2022-07-28,123457,Domestic Wire In,Danaher,3875.77,Credit,,,
2022-07-28,123457,Cash Out,,6583.33,Debit,,,
2022-07-28,123457,ACH Out,ABB,8539.33,Debit,,,
2022-07-28,123457,International Wire Out,ABB,5881.87,Credit,,China,Medium
2022-07-28,123457,International Wire In,Caterpillar,8292.05,Credit,,China,Low
2022-07-28,123457,International Wire Out,Caterpillar,6220.7,Credit,,USA,High
2022-07-28,123457,Domestic Wire Out,Schneider Electric,1971.35,Debit,,,
2022-07-28,123457,ACH Out,Illinois Tool Works,3035.18,Debit,,,
2022-07-28,123457,ACH In,Xylem,317.72,Credit,,,
2022-07-28,123457,Internal Transfer In,,9641.03,Credit,,,
2022-07-28,123457,International Wire In,Rockwell Automation,3096.48,Credit,,China,High
2022-07-28,123457,Cash Out,,2487.98,Debit,,,
2022-07-28,123457,Domestic Wire Out,Danaher,9459.71,Debit,,,
2022-07-28,123457,Cash In,,1941.07,Credit,,,
2022-07-28,123457,ACH Out,Eaton,5926.03,Debit,,,
2022-07-28,123457,Domestic Wire Out,Rockwell Automation,4889.15,Debit,,,
2022-07-28,123457,Domestic Wire In,Honeywell,2382.74,Credit,,,
2022-07-28,123457,International Wire In,ABB,9733.23,Credit,,China,High
2022-07-28,123457,Internal Transfer In,,1927.61,Credit,,,
2022-07-28,123457,Cash Out,,3204.96,Debit,,,
2022-07-28,123457,Domestic Wire In,Johnson Controls,1885.03,Credit,,,
2022-07-28,123457,Domestic Wire Out,Cummins,8056.06,Debit,,,
2022-07-28,123457,Cash In,,3595.75,Credit,,,
2022-07-28,123457,ACH In,ITT Inc.,1227.87,Credit,,,
2022-07-28,123457,Cash Out,,4202.25,Debit,,,
2022-07-28,123457,Domestic Wire Out,Dover Corporation,4051.33,Debit,,,
2022-07-28,123457,International Wire Out,Rockwell Automation,1798.41,Credit,,India,Low
2022-07-28,123457,Cash Out,,6744.44,Debit,,,
2022-07-28,123457,Domestic Wire Out,Illinois Tool Works,5442.0,Debit,,,
2022-07-28,123457,Internal Transfer In,,4117.91,Credit,,,
2022-07-28,123456,Internal Transfer Out,,7984.37,Credit,123457,,
2022-07-28,123457,International Wire Out,3M,1157.24,Credit,,China,Medium
2022-07-28,123457,ACH In,Siemens,8922.89,Credit,,,
2022-07-28,123457,Domestic Wire Out,ABB,9429.05,Debit,,,
2022-07-28,123457,Domestic Wire Out,Honeywell,9317.29,Debit,,,
2022-07-28,123457,International Wire Out,Illinois Tool Works,7737.25,Credit,,India,Medium
2022-07-28,123457,Cash Out,,3563.99,Debit,,,
2022-07-28,123457,Domestic Wire Out,Xylem,3948.39,Debit,,,
2022-07-28,123457,Cash In,,3130.99,Credit,,,
2022-07-28,123457,International Wire In,Caterpillar,655.46,Credit,,China,High
2022-07-28,123457,Domestic Wire Out,Eaton,3353.54,Debit,,,
2022-07-28,123456,Internal Transfer Out,,9951.91,Credit,123457,,
2022-07-28,123457,ACH In,Siemens,574.18,Credit,,,
2022-07-28,123457,International Wire Out,Emerson Electric,3564.65,Credit,,India,Medium
2022-07-28,123457,Cash Out,,9486.32,Debit,,,
2022-07-28,123457,Domestic Wire Out,Deere & Company,3953.88,Debit,,,
2022-07-28,123457,Cash In,,7294.86,Credit,,,
2022-07-29,123457,Cash Out,,9983.05,Debit,,,
2022-07-29,123457,Domestic Wire In,Honeywell,8976.43,Credit,,,
2022-07-29,123457,Internal Transfer In,,3405.36,Credit,,,
2022-07-29,123457,Domestic Wire In,Deere & Company,6412.14,Credit,,,
2022-07-29,123457,Domestic Wire Out,Ingersoll Rand,4893.07,Debit,,,
2022-07-29,123457,Internal Transfer In,,3820.93,Credit,,,
2022-07-29,123457,Internal Transfer In,,1799.24,Credit,,,
2022-07-29,123457,ACH Out,General Electric,618.79,Debit,,,
2022-07-29,123457,ACH Out,General Electric,3591.11,Debit,,,
2022-07-29,123457,International Wire In,Ingersoll Rand,7966.68,Credit,,USA,High
2022-07-29,123457,ACH Out,Rockwell Automation,8034.52,Debit,,,
2022-07-29,123457,Cash In,,294.79,Credit,,,
2022-07-29,123457,International Wire In,General Electric,772.53,Credit,,China,High
2022-07-29,123457,Cash Out,,3592.88,Debit,,,
2022-07-29,123457,Cash Out,,7068.29,Debit,,,
2022-07-29,123457,Internal Transfer In,,1056.93,Credit,,,
2022-07-29,123457,International Wire Out,Xylem,4846.16,Credit,,China,Low
2022-07-29,123457,Domestic Wire Out,3M,8022.6,Debit,,,
2022-07-29,123456,Internal Transfer Out,,739.11,Credit,123457,,
2022-07-29,123457,International Wire In,Deere & Company,194.53,Credit,,USA,High
2022-07-29,123457,International Wire In,Rockwell Automation,4698.15,Credit,,India,Medium
2022-07-29,123457,Cash Out,,1270.38,Debit,,,
2022-07-29,123457,International Wire In,3M,6213.53,Credit,,China,Medium
2022-07-29,123457,International Wire Out,Schneider Electric,7983.15,Credit,,USA,Low
2022-07-29,123457,Cash Out,,7741.71,Debit,,,
2022-07-29,123456,Internal Transfer Out,,1490.89,Credit,123457,,
2022-07-29,123457,Internal Transfer In,,2562.05,Credit,,,
2022-07-29,123457,Cash Out,,6520.9,Debit,,,
2022-07-29,123457,ACH In,Ingersoll Rand,5337.68,Credit,,,
2022-07-29,123457,Cash In,,3575.01,Credit,,,
2022-07-29,123457,International Wire In,Ingersoll Rand,6897.1,Credit,,USA,High
2022-07-29,123456,Internal Transfer Out,,1858.46,Credit,123457,,
2022-07-29,123457,Domestic Wire Out,Parker-Hannifin,609.13,Debit,,,
2022-07-29,123457,International Wire Out,General Electric,6376.09,Credit,,India,Medium
2022-07-29,123457,Cash In,,973.14,Credit,,,
2022-07-29,123457,International Wire In,Caterpillar,313.77,Credit,,India,Low
2022-07-29,123457,ACH In,Caterpillar,4773.37,Credit,,,
2022-07-29,123457,Domestic Wire Out,ABB,2992.66,Debit,,,
2022-07-29,123457,Cash Out,,4218.63,Debit,,,
2022-07-29,123456,Internal Transfer Out,,6865.56,Credit,123457,,
2022-07-29,123457,Internal Transfer In,,593.51,Credit,,,
2022-07-29,123457,ACH Out,Eaton,502.86,Debit,,,
2022-07-29,123457,Cash Out,,6492.68,Debit,,,
2022-07-29,123456,Internal Transfer Out,,5591.95,Credit,123457,,
2022-07-29,123457,Internal Transfer In,,856.87,Credit,,,
2022-07-29,123457,Domestic Wire Out,Ingersoll Rand,7004.63,Debit,,,
2022-07-29,123457,ACH Out,Deere & Company,6313.77,Debit,,,
2022-07-29,123457,Internal Transfer In,,9075.79,Credit,,,
2022-07-29,123457,Domestic Wire In,Illinois Tool Works,8389.58,Credit,,,
2022-07-29,123457,Cash In,,5168.34,Credit,,,
2022-07-29,123457,ACH In,Eaton,7798.5,Credit,,,
2022-07-29,123456,Internal Transfer Out,,9588.3,Credit,123457,,
2022-07-29,123457,Internal Transfer In,,4825.8,Credit,,,
2022-07-29,123456,Internal Transfer Out,,3283.15,Credit,123457,,
2022-07-29,123457,ACH In,Siemens,9913.59,Credit,,,
2022-07-29,123457,Domestic Wire Out,Xylem,564.54,Debit,,,
2022-07-29,123457,Domestic Wire Out,ITT Inc.,6112.68,Debit,,,
2022-07-29,123457,International Wire In,Johnson Controls,3850.87,Credit,,USA,Medium
2022-07-29,123457,Internal Transfer In,,1877.55,Credit,,,
2022-07-29,123457,ACH In,Eaton,8406.07,Credit,,,
2022-07-29,123457,Domestic Wire In,Deere & Company,4247.61,Credit,,,
2022-07-29,123457,International Wire In,ITT Inc.,9931.02,Credit,,India,High
2022-07-29,123457,International Wire Out,Emerson Electric,1501.8,Credit,,China,High
2022-07-29,123457,Domestic Wire Out,ABB,8355.01,Debit,,,
2022-07-29,123457,Cash In,,2963.08,Credit,,,
2022-07-29,123457,Domestic Wire In,Johnson Controls,2518.74,Credit,,,
2022-07-29,123457,ACH In,Siemens,3640.38,Credit,,,
2022-07-29,123457,Domestic Wire In,Emerson Electric,4011.12,Credit,,,
2022-07-29,123457,Domestic Wire In,Emerson Electric,6868.7,Credit,,,
2022-07-29,123457,International Wire In,Deere & Company,6852.44,Credit,,China,Low
2022-07-29,123457,Domestic Wire Out,Caterpillar,4912.23,Debit,,,
2022-07-29,123457,Domestic Wire In,Caterpillar,562.62,Credit,,,
2022-07-29,123457,ACH In,ITT Inc.,3828.78,Credit,,,
2022-07-29,123456,Internal Transfer Out,,5574.19,Credit,123457,,
2022-07-29,123457,Cash Out,,4923.48,Debit,,,
2022-07-29,123457,International Wire Out,Rockwell Automation,7168.0,Credit,,USA,Medium
2022-07-29,123457,International Wire In,Johnson Controls,6938.42,Credit,,China,High
2022-07-29,123457,Domestic Wire Out,Emerson Electric,7847.73,Debit,,,
2022-07-29,123457,ACH In,Siemens,8585.5,Credit,,,
2022-07-29,123457,ACH In,Ingersoll Rand,8994.33,Credit,,,
2022-07-29,123457,Cash In,,8299.32,Credit,,,
2022-07-29,123456,Internal Transfer Out,,4829.95,Credit,123457,,
2022-07-29,123457,Domestic Wire Out,Ingersoll Rand,8088.89,Debit,,,
2022-07-30,123457,Internal Transfer In,,2765.65,Credit,,,
2022-07-30,123457,Cash Out,,5741.55,Debit,,,
2022-07-30,123457,International Wire Out,Parker-Hannifin,7173.05,Credit,,China,Low
2022-07-30,123457,Domestic Wire Out,Ingersoll Rand,1997.81,Debit,,,
2022-07-30,123457,Internal Transfer In,,5879.72,Credit,,,
2022-07-30,123457,ACH Out,3M,2368.16,Debit,,,
2022-07-30,123457,Cash In,,1389.0,Credit,,,
2022-07-30,123457,International Wire In,Johnson Controls,2165.05,Credit,,India,High
2022-07-30,123457,Domestic Wire In,Siemens,1455.4,Credit,,,
2022-07-30,123457,International Wire In,Caterpillar,1886.66,Credit,,USA,High
2022-07-30,123457,Domestic Wire In,Cummins,6898.53,Credit,,,
2022-07-30,123457,ACH Out,ITT Inc.,8548.13,Debit,,,
2022-07-30,123457,International Wire Out,Caterpillar,9025.9,Credit,,USA,Low
2022-07-30,123457,Internal Transfer In,,2902.2,Credit,,,
2022-07-30,123457,Internal Transfer In,,6584.03,Credit,,,
2022-07-30,123457,Domestic Wire In,ITT Inc.,7864.35,Credit,,,
2022-07-30,123457,Cash Out,,2889.06,Debit,,,
2022-07-30,123457,Domestic Wire In,Johnson Controls,7630.52,Credit,,,
2022-07-30,123457,Domestic Wire In,Illinois Tool Works,7521.23,Credit,,,
2022-07-30,123457,Cash Out,,5662.49,Debit,,,
2022-07-30,123456,Internal Transfer Out,,5556.45,Credit,123457,,
2022-07-30,123457,Internal Transfer In,,7743.77,Credit,,,
2022-07-30,123457,Domestic Wire In,Deere & Company,194.71,Credit,,,
2022-07-30,123457,Domestic Wire In,Illinois Tool Works,5841.07,Credit,,,
2022-07-30,123456,Internal Transfer Out,,8626.29,Credit,123457,,
2022-07-30,123457,Internal Transfer In,,2569.69,Credit,,,
2022-07-30,123457,International Wire In,Dover Corporation,3586.08,Credit,,India,High
2022-07-30,123457,Internal Transfer In,,831.41,Credit,,,
2022-07-30,123457,International Wire In,Danaher,5260.86,Credit,,USA,Low
2022-07-30,123457,International Wire In,Cummins,7698.11,Credit,,USA,Medium
2022-07-30,123457,Internal Transfer In,,7646.26,Credit,,,
2022-07-30,123457,International Wire Out,Eaton,4707.26,Credit,,China,Medium
2022-07-30,123457,ACH In,Schneider Electric,1045.18,Credit,,,
2022-07-30,123457,Domestic Wire In,Parker-Hannifin,4503.36,Credit,,,
2022-07-30,123457,ACH Out,Dover Corporation,9251.05,Debit,,,
2022-07-30,123457,ACH In,Rockwell Automation,6971.16,Credit,,,
2022-07-30,123456,Internal Transfer Out,,8211.15,Credit,123457,,
2022-07-30,123457,Domestic Wire In,Ingersoll Rand,4241.88,Credit,,,
2022-07-30,123457,International Wire In,Johnson Controls,8461.59,Credit,,China,High
2022-07-30,123457,ACH In,Caterpillar,778.73,Credit,,,
2022-07-30,123457,Cash Out,,3117.98,Debit,,,
2022-07-30,123457,ACH Out,Ingersoll Rand,5578.43,Debit,,,
2022-07-30,123457,Cash In,,361.8,Credit,,,
2022-07-30,123457,Domestic Wire Out,Dover Corporation,5832.89,Debit,,,
2022-07-30,123457,Cash Out,,276.82,Debit,,,
2022-07-30,123457,Internal Transfer In,,9293.63,Credit,,,
2022-07-30,123457,ACH In,Eaton,1964.68,Credit,,,
2022-07-30,123457,Cash Out,,5317.05,Debit,,,
2022-07-30,123457,ACH In,Dover Corporation,5167.9,Credit,,,
2022-07-30,123457,Domestic Wire In,Emerson Electric,8730.64,Credit,,,
2022-07-30,123457,International Wire Out,Dover Corporation,3790.63,Credit,,USA,Low
2022-07-30,123457,ACH Out,Ingersoll Rand,9266.97,Debit,,,
2022-07-30,123457,Domestic Wire In,Eaton,8976.64,Credit,,,
2022-07-30,123457,Internal Transfer In,,5664.24,Credit,,,
2022-07-30,123457,International Wire Out,Parker-Hannifin,969.67,Credit,,China,Low
2022-07-30,123456,Internal Transfer Out,,6962.7,Credit,123457,,
2022-07-30,123457,Internal Transfer In,,6323.04,Credit,,,
2022-07-30,123457,ACH Out,Illinois Tool Works,2807.42,Debit,,,
2022-07-30,123457,Cash Out,,5852.32,Debit,,,
2022-07-30,123456,Internal Transfer Out,,8364.59,Credit,123457,,
2022-07-30,123457,Cash In,,7429.39,Credit,,,
2022-07-30,123457,Cash Out,,9458.75,Debit,,,
2022-07-30,123457,Internal Transfer In,,903.89,Credit,,,
2022-07-30,123457,ACH In,Schneider Electric,7762.7,Credit,,,
2022-07-30,123457,Domestic Wire In,Eaton,3598.1,Credit,,,
2022-07-30,123457,Cash Out,,6678.27,Debit,,,
2022-07-30,123457,International Wire In,Honeywell,965.63,Credit,,China,Medium
2022-07-30,123457,ACH Out,Xylem,7415.29,Debit,,,
2022-07-30,123457,Cash Out,,3509.21,Debit,,,
2022-07-30,123457,ACH In,Siemens,4503.77,Credit,,,
2022-07-30,123457,Domestic Wire In,Danaher,9862.1,Credit,,,
2022-07-30,123457,ACH In,Xylem,736.2,Credit,,,
2022-07-30,123457,Domestic Wire Out,Johnson Controls,6253.32,Debit,,,
2022-07-30,123456,Internal Transfer Out,,9796.44,Credit,123457,,
2022-07-30,123457,ACH Out,Siemens,1995.45,Debit,,,
2022-07-30,123457,Cash Out,,8184.65,Debit,,,
2022-07-30,123457,International Wire In,ABB,534.38,Credit,,USA,Medium
2022-07-30,123457,Cash In,,9796.77,Credit,,,
2022-07-30,123457,ACH Out,3M,3193.34,Debit,,,
2022-07-30,123457,International Wire Out,Siemens,714.57,Credit,,USA,Low
2022-07-30,123457,ACH Out,Dover Corporation,7272.43,Debit,,,
2022-07-31,123457,International Wire Out,Honeywell,2386.68,Credit,,China,Low
2022-07-31,123457,Internal Transfer In,,4380.84,Credit,,,
2022-07-31,123457,ACH Out,ABB,7968.74,Debit,,,
2022-07-31,123457,Cash Out,,3148.41,Debit,,,
2022-07-31,123457,Internal Transfer In,,8463.25,Credit,,,
2022-07-31,123457,ACH Out,Danaher,6804.29,Debit,,,
2022-07-31,123457,Cash In,,4701.51,Credit,,,
2022-07-31,123457,Cash Out,,8662.1,Debit,,,
2022-07-31,123457,Internal Transfer In,,9784.34,Credit,,,
2022-07-31,123457,International Wire Out,ITT Inc.,7216.08,Credit,,India,Medium
2022-07-31,123457,Domestic Wire Out,Emerson Electric,9944.26,Debit,,,
2022-07-31,123457,Domestic Wire In,Emerson Electric,5428.37,Credit,,,
2022-07-31,123456,Internal Transfer Out,,8177.43,Credit,123457,,
2022-07-31,123457,Domestic Wire In,Illinois Tool Works,9838.51,Credit,,,
2022-07-31,123457,Internal Transfer In,,6244.03,Credit,,,
2022-07-31,123457,Internal Transfer In,,3788.27,Credit,,,
2022-07-31,123457,Cash In,,9703.58,Credit,,,
2022-07-31,123457,International Wire In,Emerson Electric,9670.18,Credit,,India,Medium
2022-07-31,123457,ACH In,Emerson Electric,9804.77,Credit,,,
2022-07-31,123457,International Wire In,Dover Corporation,8664.59,Credit,,USA,Medium
2022-07-31,123457,International Wire Out,Cummins,9103.43,Credit,,India,High
2022-07-31,123457,Domestic Wire In,Schneider Electric,1602.58,Credit,,,
2022-07-31,123457,International Wire Out,Parker-Hannifin,9618.99,Credit,,USA,Medium
2022-07-31,123457,International Wire In,Deere & Company,5831.48,Credit,,USA,High
2022-07-31,123457,Cash In,,6571.68,Credit,,,
2022-07-31,123457,International Wire In,ABB,7048.54,Credit,,India,Medium
2022-07-31,123457,Cash In,,7440.92,Credit,,,
2022-07-31,123457,International Wire Out,Johnson Controls,3005.05,Credit,,India,High
2022-07-31,123457,International Wire Out,3M,6731.82,Credit,,USA,Low
2022-07-31,123456,Internal Transfer Out,,5046.4,Credit,123457,,
2022-07-31,123457,ACH In,Deere & Company,1252.68,Credit,,,
2022-07-31,123457,Cash Out,,9719.96,Debit,,,
2022-07-31,123457,International Wire Out,Rockwell Automation,6110.41,Credit,,USA,High
2022-07-31,123457,ACH In,Cummins,6950.19,Credit,,,
2022-07-31,123457,Cash In,,4820.86,Credit,,,
2022-07-31,123457,Domestic Wire In,Honeywell,2139.84,Credit,,,
2022-07-31,123457,Domestic Wire Out,ABB,7669.23,Debit,,,
2022-07-31,123457,Internal Transfer In,,5183.36,Credit,,,
2022-07-31,123457,ACH In,Parker-Hannifin,7204.01,Credit,,,
2022-07-31,123457,ACH Out,ABB,8158.68,Debit,,,
2022-07-31,123457,ACH In,Caterpillar,878.84,Credit,,,
2022-07-31,123457,Internal Transfer In,,1238.38,Credit,,,
2022-07-31,123457,ACH Out,Parker-Hannifin,2349.29,Debit,,,
2022-07-31,123457,International Wire Out,Honeywell,3747.15,Credit,,USA,Medium
2022-07-31,123457,Cash In,,2990.87,Credit,,,
2022-07-31,123457,Domestic Wire Out,Xylem,6427.0,Debit,,,
2022-07-31,123457,Domestic Wire In,Ingersoll Rand,1013.24,Credit,,,
2022-07-31,123457,International Wire In,General Electric,4507.05,Credit,,China,High
2022-07-31,123456,Internal Transfer Out,,3372.46,Credit,123457,,
2022-07-31,123456,Internal Transfer Out,,7766.56,Credit,123457,,
2022-07-31,123457,Domestic Wire Out,Danaher,8785.34,Debit,,,
2022-07-31,123457,International Wire Out,Cummins,1042.11,Credit,,India,Medium
2022-07-31,123457,International Wire Out,General Electric,7916.16,Credit,,USA,High
2022-07-31,123456,Internal Transfer Out,,2395.97,Credit,123457,,
2022-07-31,123457,ACH Out,Schneider Electric,7331.91,Debit,,,
2022-07-31,123457,Internal Transfer In,,6936.26,Credit,,,
2022-07-31,123457,Cash Out,,3194.21,Debit,,,
2022-07-31,123457,ACH In,Ingersoll Rand,2902.53,Credit,,,
2022-07-31,123457,Domestic Wire In,Honeywell,9018.98,Credit,,,
2022-07-31,123457,ACH Out,Schneider Electric,9587.39,Debit,,,
2022-07-31,123456,Internal Transfer Out,,2684.21,Credit,123457,,
2022-07-31,123457,ACH Out,ITT Inc.,5551.86,Debit,,,
2022-07-31,123457,Internal Transfer In,,4190.06,Credit,,,
2022-07-31,123457,Domestic Wire Out,Siemens,2996.45,Debit,,,
2022-07-31,123457,Cash In,,1260.84,Credit,,,
2022-07-31,123456,Internal Transfer Out,,1509.04,Credit,123457,,
2022-07-31,123457,Internal Transfer In,,4560.54,Credit,,,
2022-07-31,123457,ACH In,Dover Corporation,5565.52,Credit,,,
2022-07-31,123457,Domestic Wire In,Schneider Electric,5373.04,Credit,,,
2022-07-31,123457,Domestic Wire In,Caterpillar,9595.84,Credit,,,
2022-07-31,123457,ACH In,Parker-Hannifin,1229.01,Credit,,,
2022-07-31,123457,ACH Out,Honeywell,8571.65,Debit,,,
2022-07-31,123456,Internal Transfer Out,,2217.37,Credit,123457,,
2022-08-01,123457,International Wire Out,Rockwell Automation,3672.66,Credit,,USA,High
2022-08-01,123457,Cash Out,,4805.09,Debit,,,
2022-08-01,123457,Domestic Wire In,Cummins,2058.02,Credit,,,
2022-08-01,123457,International Wire In,Ingersoll Rand,3403.54,Credit,,USA,High
2022-08-01,123457,Internal Transfer In,,5681.81,Credit,,,
2022-08-01,123457,Domestic Wire Out,Danaher,3547.48,Debit,,,
2022-08-01,123457,Internal Transfer In,,5682.21,Credit,,,
2022-08-01,123457,ACH In,Dover Corporation,890.17,Credit,,,
2022-08-01,123457,International Wire Out,Rockwell Automation,2974.24,Credit,,China,Medium
2022-08-01,123457,Cash In,,4524.62,Credit,,,
2022-08-01,123457,ACH In,Deere & Company,2308.94,Credit,,,
2022-08-01,123457,International Wire Out,ABB,1773.7,Credit,,China,High
2022-08-01,123457,Internal Transfer In,,4317.88,Credit,,,
2022-08-01,123457,Cash Out,,5040.17,Debit,,,
2022-08-01,123457,International Wire In,Rockwell Automation,6016.48,Credit,,USA,Medium
2022-08-01,123457,International Wire In,Parker-Hannifin,690.13,Credit,,India,Low
2022-08-01,123457,Internal Transfer In,,7469.31,Credit,,,
2022-08-01,123457,Domestic Wire Out,Schneider Electric,5663.0,Debit,,,
2022-08-01,123457,Cash Out,,7343.55,Debit,,,
2022-08-01,123457,ACH Out,ITT Inc.,5352.19,Debit,,,
2022-08-01,123457,ACH Out,Illinois Tool Works,9238.55,Debit,,,
2022-08-01,123457,ACH In,General Electric,9858.66,Credit,,,
2022-08-01,123457,Cash Out,,1984.88,Debit,,,
2022-08-01,123457,Internal Transfer In,,5796.64,Credit,,,
2022-08-01,123457,International Wire In,Caterpillar,5212.88,Credit,,USA,High
2022-08-01,123457,International Wire Out,Xylem,4423.99,Credit,,USA,High
2022-08-01,123457,Domestic Wire Out,Illinois Tool Works,6902.08,Debit,,,
2022-08-01,123456,Internal Transfer Out,,3673.16,Credit,123457,,
2022-08-01,123457,International Wire Out,Honeywell,9414.04,Credit,,India,High
2022-08-01,123457,ACH Out,Schneider Electric,6382.88,Debit,,,
2022-08-01,123457,ACH Out,Honeywell,8721.45,Debit,,,
2022-08-01,123457,Cash Out,,4492.53,Debit,,,
2022-08-01,123457,International Wire In,Schneider Electric,967.6,Credit,,India,Low
2022-08-01,123457,Domestic Wire Out,Dover Corporation,4978.38,Debit,,,
2022-08-01,123457,Domestic Wire In,Xylem,3776.74,Credit,,,
2022-08-01,123457,Cash In,,6880.25,Credit,,,
2022-08-01,123457,Cash Out,,6948.11,Debit,,,
2022-08-01,123457,Domestic Wire Out,Johnson Controls,2604.92,Debit,,,
2022-08-01,123457,International Wire In,Dover Corporation,8100.62,Credit,,China,Medium
2022-08-01,123457,Cash Out,,1493.65,Debit,,,
2022-08-01,123457,ACH Out,Danaher,7467.94,Debit,,,
2022-08-01,123457,ACH In,ITT Inc.,2481.64,Credit,,,
2022-08-01,123457,Cash In,,6017.5,Credit,,,
2022-08-01,123457,Internal Transfer In,,6108.57,Credit,,,
2022-08-01,123457,Cash In,,8554.07,Credit,,,
2022-08-01,123457,International Wire Out,Xylem,4585.54,Credit,,India,Medium
2022-08-01,123457,International Wire In,Dover Corporation,1892.18,Credit,,India,Low
2022-08-01,123457,Cash In,,8553.16,Credit,,,
2022-08-01,123457,ACH Out,3M,9263.02,Debit,,,
2022-08-01,123456,Internal Transfer Out,,3935.67,Credit,123457,,
2022-08-01,123457,Cash Out,,2591.83,Debit,,,
2022-08-01,123457,International Wire Out,Deere & Company,5170.91,Credit,,India,Medium
2022-08-01,123457,ACH In,Deere & Company,7177.23,Credit,,,
2022-08-01,123457,International Wire In,Caterpillar,4357.24,Credit,,China,Medium
2022-08-01,123457,Domestic Wire Out,Emerson Electric,6903.27,Debit,,,
2022-08-01,123457,Internal Transfer In,,7251.67,Credit,,,
2022-08-01,123457,Cash Out,,5258.8,Debit,,,
2022-08-01,123457,ACH Out,Honeywell,7435.95,Debit,,,
2022-08-01,123457,Domestic Wire Out,Honeywell,426.67,Debit,,,
2022-08-01,123457,ACH In,Honeywell,131.71,Credit,,,
2022-08-01,123457,Domestic Wire In,Illinois Tool Works,7572.76,Credit,,,
2022-08-01,123457,ACH In,ITT Inc.,6546.94,Credit,,,
2022-08-01,123457,ACH Out,ITT Inc.,3064.75,Debit,,,
2022-08-01,123457,ACH Out,General Electric,2076.17,Debit,,,
2022-08-01,123456,Internal Transfer Out,,9425.47,Credit,123457,,
2022-08-01,123457,International Wire Out,3M,7415.76,Credit,,USA,Low
2022-08-01,123457,Internal Transfer In,,1698.33,Credit,,,
2022-08-01,123457,ACH In,Illinois Tool Works,230.75,Credit,,,
2022-08-01,123457,Cash In,,1158.65,Credit,,,
2022-08-01,123457,Domestic Wire In,Illinois Tool Works,5950.99,Credit,,,
2022-08-01,123457,International Wire In,Cummins,6323.25,Credit,,India,High
2022-08-01,123457,Cash In,,1393.53,Credit,,,
2022-08-01,123456,Internal Transfer Out,,9199.96,Credit,123457,,
2022-08-01,123457,International Wire Out,Dover Corporation,8934.17,Credit,,China,Medium
2022-08-01,123457,Cash Out,,8506.21,Debit,,,
2022-08-01,123457,ACH Out,Illinois Tool Works,8129.26,Debit,,,
2022-08-01,123457,International Wire Out,Emerson Electric,4861.58,Credit,,India,Medium
2022-08-01,123457,Cash Out,,9685.0,Debit,,,
2022-08-01,123457,ACH In,Cummins,5158.5,Credit,,,
2022-08-01,123457,Domestic Wire In,Siemens,7087.83,Credit,,,
2022-08-01,123457,Domestic Wire In,3M,3955.56,Credit,,,
2022-08-01,123457,ACH Out,ABB,5177.2,Debit,,,
2022-08-01,123457,ACH In,Honeywell,2537.39,Credit,,,
2022-08-02,123457,ACH In,Rockwell Automation,3927.07,Credit,,,
2022-08-02,123457,Cash In,,4729.8,Credit,,,
2022-08-02,123457,ACH In,Danaher,5721.24,Credit,,,
2022-08-02,123457,ACH In,Rockwell Automation,570.85,Credit,,,
2022-08-02,123457,Domestic Wire In,Cummins,2918.37,Credit,,,
2022-08-02,123457,Domestic Wire In,Ingersoll Rand,8006.1,Credit,,,
2022-08-02,123457,International Wire In,Siemens,9655.3,Credit,,India,Low
2022-08-02,123457,ACH Out,Eaton,6139.62,Debit,,,
2022-08-02,123457,ACH Out,Siemens,6395.17,Debit,,,
2022-08-02,123457,Domestic Wire In,Danaher,380.17,Credit,,,
2022-08-02,123457,Domestic Wire In,Caterpillar,2916.12,Credit,,,
2022-08-02,123457,International Wire In,ABB,2073.63,Credit,,USA,Medium
2022-08-02,123456,Internal Transfer Out,,4739.32,Credit,123457,,
2022-08-02,123457,Cash In,,8328.95,Credit,,,
2022-08-02,123457,Cash In,,1897.98,Credit,,,
2022-08-02,123457,Cash In,,9952.53,Credit,,,
2022-08-02,123457,Domestic Wire Out,Cummins,1900.21,Debit,,,
2022-08-02,123457,Internal Transfer In,,9522.24,Credit,,,
2022-08-02,123457,Internal Transfer In,,5475.85,Credit,,,
2022-08-02,123457,International Wire In,3M,775.23,Credit,,USA,High
2022-08-02,123457,Domestic Wire In,Danaher,1507.55,Credit,,,
2022-08-02,123457,International Wire Out,Schneider Electric,7578.67,Credit,,USA,Medium
